,RNAseq_PC1,RNAseq_PC2,RNAseq_PC3,RNAseq_PC4,RNAseq_PC5
TCGA.D8.A1XG,13.168838046834198,-12.358598372477097,-19.49789476196268,-3.192548146172602,9.800974070849431
TCGA.D8.A1XJ,0.7690564170876247,-15.683928015919024,7.319254415586579,-12.78660247493839,-8.197025296759449
TCGA.D8.A1XK,-35.06713680799798,-15.087195485622987,-3.947815168288733,3.1405276670085875,4.850946319990341
TCGA.D8.A1XL,-0.12428048666859845,-5.20598636633812,12.040794593823259,13.64121154206939,-9.853340714892973
TCGA.D8.A1XM,4.302554836276786,13.608365946577475,1.3247999435742295,0.5159577622180563,10.258655965645588
TCGA.D8.A1XO,13.121586114316178,3.9158491578381622,3.7881025242908333,-10.592440696575768,-0.49577407418940017
TCGA.D8.A1XQ,-32.594490173127674,-11.960415686471979,2.456186796969195,3.289746228496727,-2.302898536195507
TCGA.D8.A1XR,19.393914164368297,-7.736437353539524,-1.5172378709562742,-6.077739247458049,-4.247105157947076
TCGA.D8.A1XS,12.52161796832589,-5.964195672469699,7.102066929958119,-5.8881887753301365,5.606469858826462
TCGA.D8.A1XT,-11.640025633593744,-15.387449389749294,14.078939087096186,-8.98378993897927,3.766873715548086
