,MOFA_RNAseq_Factor1,MOFA_RNAseq_Factor2,MOFA_RNAseq_Factor3,MOFA_RNAseq_Factor4,MOFA_RNAseq_Factor5
TCGA.D8.A1JI,2.9551683772706383,-1.8858937850739592,-1.2602348592876427,2.4851844096335034,0.6754914678910757
TCGA.D8.A1JJ,0.3833332105241761,-2.064216715623711,1.4893959907854275,-1.9016337840883384,-0.29819273659298035
TCGA.D8.A1JK,-2.427207517224354,-1.8136862602829233,2.9101108984762187,-1.3969748139110072,-1.5246612701851276
TCGA.D8.A1JL,-3.827504557220319,0.09782712269925908,0.6744458891835351,0.08087459611081116,0.9869943816582695
TCGA.D8.A1JN,0.806634815451298,-1.240804328709744,0.9309077471475731,-0.0927113793438581,-1.9684783417858445
TCGA.D8.A1JP,0.25570159480835397,0.1386919126688168,0.6491933685448616,-1.058520662925641,0.05295687103505764
TCGA.D8.A1JS,2.4527884685395804,-3.177802728073724,-1.6680749697172939,1.1065039462311208,-2.452490500616178
TCGA.D8.A1JT,1.1491199539931514,-3.456078320519544,-0.46341523067782686,0.5131214284544859,0.3397830585943742
TCGA.D8.A1JU,0.9486116028838918,2.7800909951094246,-0.445728051834752,-1.40169374471087,0.8337686938567795
TCGA.D8.A1X5,1.4075622971078825,-2.408981314642063,1.8036518886115822,-0.249641839491834,0.1496810639240692
TCGA.D8.A1X6,2.10364389316605,-2.7114780052048326,0.5134831688102673,1.0248378754629344,-0.14263719803565872
TCGA.D8.A1X7,1.5972211865899995,-1.3124102872780874,-0.24454344555282814,-0.21711346152540217,0.9964464359695702
TCGA.D8.A1X8,1.6426156074290739,1.8433295730972459,-0.5464778968580035,0.027865442400951203,0.627445508285064
TCGA.D8.A1X9,0.707835184799813,-2.1173103131470836,2.058993479910698,-0.2215902766896769,1.6047055308636928
TCGA.D8.A1XA,1.549983199976025,-1.2487028169663728,0.04896104735435228,0.1805555215616495,0.19679445000088527
TCGA.D8.A1XB,0.8430921414757053,0.14211968902978922,-0.7358769053396657,-2.464985502172013,0.5815094950980118
TCGA.D8.A1XC,2.5613580207011437,-3.510760095384731,-2.4526822292877286,1.8916366082830676,1.057773651668388
